actual_price,selling_price,offer,rating(outof5),no_of_ratings,no_of_reviews,battery,processor,warranty,product_link,Mobile_name,extracted_memory,RAM(in GB),ROM(in GB),expandable_memory,screen_size,display_type,rear_camera(in MP),front_camera(in MP),Model
13499,10999,18% off,4.1,119,9,5000.0,Helio G85 Processor,1.0,https://www.flipkart.com/poco-c65-matte-black-256-gb/p/itmd776f58809b28?pid=MOBGVVTXXYZHF5UM&lid=LSTMOBGVVTXXYZHF5UMGXNVBS&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_206&otracker=search&otracker1=search&fm=organic&iid=3a28f46b-dc2d-4c0a-af27-124dfd674ec2.MOBGVVTXXYZHF5UM.SEARCH&ppt=None&ppn=None&ssid=n9v3v8swn40000001703699017159&qH=eb4af0bf07c16429,POCO C65,256 GB,8 GB,256 GB,Not Expandable,17.12 cm,HD,52.0MP,8MP,POCO
24499,18499,24% off,4.2,23059,1883,6000.0,Exynos 1280 Processor,1.0,https://www.flipkart.com/samsung-galaxy-f34-5g-orchid-violet-128-gb/p/itm97f82a0acbe1f?pid=MOBGRZMYGSVHDBGJ&lid=LSTMOBGRZMYGSVHDBGJ3I9H32&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_207&otracker=search&otracker1=search&fm=organic&iid=3a28f46b-dc2d-4c0a-af27-124dfd674ec2.MOBGRZMYGSVHDBGJ.SEARCH&ppt=None&ppn=None&ssid=n9v3v8swn40000001703699017159&qH=eb4af0bf07c16429,SAMSUNG Galaxy F34 5G,128 GB,6 GB,128 GB,Not Expandable,16.51 cm,Full HD,60.0MP,13MP,SAMSUNG
18999,8999,52% off,4.2,14727,1020,5000.0,Mediatek Helio G99 Processor,1.0,https://www.flipkart.com/poco-m5-icy-blue-128-gb/p/itmdff67fe6f5687?pid=MOBGHMZEP9EFTVA4&lid=LSTMOBGHMZEP9EFTVA4LNLEAO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_208&otracker=search&otracker1=search&fm=organic&iid=3a28f46b-dc2d-4c0a-af27-124dfd674ec2.MOBGHMZEP9EFTVA4.SEARCH&ppt=None&ppn=None&ssid=n9v3v8swn40000001703699017159&qH=eb4af0bf07c16429,POCO M5,128 GB,6 GB,128 GB,512 GB,16.71 cm,Full HD,54.0MP,8MP,POCO
13499,10999,18% off,4.1,119,9,5000.0,Helio G85 Processor,1.0,https://www.flipkart.com/poco-c65-pastel-blue-256-gb/p/itm25756864abc77?pid=MOBGVVTX2QNXDJ2W&lid=LSTMOBGVVTX2QNXDJ2WLNZIWO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_209&otracker=search&otracker1=search&fm=organic&iid=3a28f46b-dc2d-4c0a-af27-124dfd674ec2.MOBGVVTX2QNXDJ2W.SEARCH&ppt=None&ppn=None&ssid=n9v3v8swn40000001703699017159&qH=eb4af0bf07c16429,POCO C65,256 GB,8 GB,256 GB,Not Expandable,17.12 cm,HD,52.0MP,8MP,POCO
13999,10999,21% off,4.4,86901,3923,5000.0,T612 Processor,1.0,https://www.flipkart.com/realme-c53-champion-black-128-gb/p/itm5df90168ecd05?pid=MOBGTEVGGM7CTGXU&lid=LSTMOBGTEVGGM7CTGXUWKURLB&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_210&otracker=search&otracker1=search&fm=organic&iid=3a28f46b-dc2d-4c0a-af27-124dfd674ec2.MOBGTEVGGM7CTGXU.SEARCH&ppt=None&ppn=None&ssid=n9v3v8swn40000001703699017159&qH=eb4af0bf07c16429,realme C53,128 GB,6 GB,128 GB,Not Expandable,17.12 cm,HD,110.0MP,8MP,realme
12999,8499,34% off,4.2,14490,1385,5000.0,Mediatek Helio G85 Processor,1.0,https://www.flipkart.com/infinix-note-12i-force-black-64-gb/p/itmf9bf9f4663d76?pid=MOBGHXSMGZTRYYVY&lid=LSTMOBGHXSMGZTRYYVY0LVBSW&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_211&otracker=search&otracker1=search&fm=organic&iid=3a28f46b-dc2d-4c0a-af27-124dfd674ec2.MOBGHXSMGZTRYYVY.SEARCH&ppt=None&ppn=None&ssid=n9v3v8swn40000001703699017159&qH=eb4af0bf07c16429,Infinix NOTE 12i,64 GB,4 GB,64 GB,512 GB,17.02 cm,AMOLED,UnknownMP,8MP,Infinix
44999,37999,15% off,4.3,8662,1024,4600.0,Snapdragon 778G 5G Processor,1.0,https://www.flipkart.com/oppo-reno10-pro-5g-glossy-purple-256-gb/p/itm7fc37fb654ef8?pid=MOBGQP3UPHY6G5HH&lid=LSTMOBGQP3UPHY6G5HHWKBUNL&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_212&otracker=search&otracker1=search&fm=organic&iid=3a28f46b-dc2d-4c0a-af27-124dfd674ec2.MOBGQP3UPHY6G5HH.SEARCH&ppt=None&ppn=None&ssid=n9v3v8swn40000001703699017159&qH=eb4af0bf07c16429,OPPO Reno10 Pro 5G,256 GB,12 GB,256 GB,Not Expandable,17.02 cm,Full HD,90.0MP,32MP,OPPO
34999,26499,24% off,4.2,65266,7400,4400.0,Dimensity 8020 Processor,1.0,https://www.flipkart.com/motorola-edge-40-viva-magenta-256-gb/p/itm05e373bd204cb?pid=MOBGPJZABN3GPDZ7&lid=LSTMOBGPJZABN3GPDZ7NLCAGR&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_213&otracker=search&otracker1=search&fm=organic&iid=3a28f46b-dc2d-4c0a-af27-124dfd674ec2.MOBGPJZABN3GPDZ7.SEARCH&ppt=None&ppn=None&ssid=n9v3v8swn40000001703699017159&qH=eb4af0bf07c16429,MOTOROLA Edge 40,256 GB,8 GB,256 GB,Not Expandable,16.51 cm,Full HD,63.0MP,32MP,MOTOROLA
24499,18499,24% off,4.2,23059,1883,6000.0,Exynos 1280 Processor,1.0,https://www.flipkart.com/samsung-galaxy-f34-5g-mystic-green-128-gb/p/itmf0f86e1d0d3b1?pid=MOBGRZMYFH8MY6E2&lid=LSTMOBGRZMYFH8MY6E2JVJ8UT&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_215&otracker=search&otracker1=search&fm=organic&iid=3a28f46b-dc2d-4c0a-af27-124dfd674ec2.MOBGRZMYFH8MY6E2.SEARCH&ppt=None&ppn=None&ssid=n9v3v8swn40000001703699017159&qH=eb4af0bf07c16429,SAMSUNG Galaxy F34 5G,128 GB,6 GB,128 GB,Not Expandable,16.51 cm,Full HD,60.0MP,13MP,SAMSUNG
95999,45999,52% off,4.3,7170,477,3300.0,Qualcomm Snapdragon 888 Octa-Core Processor,1.0,https://www.flipkart.com/samsung-galaxy-z-flip3-5g-cream-128-gb/p/itmf84b792824408?pid=MOBG6YQHHB84XVGN&lid=LSTMOBG6YQHHB84XVGNXUIVZP&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_361&otracker=search&otracker1=search&fm=organic&iid=90d99828-0509-4b04-9364-a6da032cf2ae.MOBG6YQHHB84XVGN.SEARCH&ppt=None&ppn=None&ssid=v79mijdle80000001703699070289&qH=eb4af0bf07c16429,SAMSUNG Galaxy Z Flip3 5G,128 GB,8 GB,128 GB,Not Expandable,17.02 cm,Full HD,24.0MP,10MP,SAMSUNG
24499,18499,24% off,4.2,23059,1883,6000.0,Exynos 1280 Processor,1.0,https://www.flipkart.com/samsung-galaxy-f34-5g-orchid-violet-128-gb/p/itm97f82a0acbe1f?pid=MOBGRZMYGSVHDBGJ&lid=LSTMOBGRZMYGSVHDBGJ3I9H32&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_363&otracker=search&otracker1=search&fm=organic&iid=90d99828-0509-4b04-9364-a6da032cf2ae.MOBGRZMYGSVHDBGJ.SEARCH&ppt=None&ppn=None&ssid=v79mijdle80000001703699070289&qH=eb4af0bf07c16429,SAMSUNG Galaxy F34 5G,128 GB,6 GB,128 GB,Not Expandable,16.51 cm,Full HD,60.0MP,13MP,SAMSUNG
18999,11999,36% off,4.2,51724,3601,5000.0,Mediatek Dimensity 700 Processor,1.0,https://www.flipkart.com/poco-m4-5g-power-black-128-gb/p/itm967111aabdc3f?pid=MOBGDRGPQQGTRXU9&lid=LSTMOBGDRGPQQGTRXU9P0JJRO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_364&otracker=search&otracker1=search&fm=organic&iid=90d99828-0509-4b04-9364-a6da032cf2ae.MOBGDRGPQQGTRXU9.SEARCH&ppt=None&ppn=None&ssid=v79mijdle80000001703699070289&qH=eb4af0bf07c16429,POCO M4 5G,128 GB,6 GB,128 GB,512 GB,16.71 cm,Full HD,52.0MP,8MP,POCO
15499,12999,16% off,4.3,1011,61,5000.0,Helio G85 Processor,1.0,https://www.flipkart.com/oppo-a58-dazzling-green-128-gb/p/itm707c33af6ddfe?pid=MOBGRT4C8Q66DD2H&lid=LSTMOBGRT4C8Q66DD2HXGKTOC&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_369&otracker=search&otracker1=search&fm=organic&iid=90d99828-0509-4b04-9364-a6da032cf2ae.MOBGRT4C8Q66DD2H.SEARCH&ppt=None&ppn=None&ssid=v79mijdle80000001703699070289&qH=eb4af0bf07c16429,OPPO A58,128 GB,6 GB,128 GB,Not Expandable,17.07 cm,Full HD,108.0MP,8MP,OPPO
15499,12999,16% off,4.3,1011,61,5000.0,Helio G85 Processor,1.0,https://www.flipkart.com/oppo-a58-glowing-black-128-gb/p/itm707c33af6ddfe?pid=MOBGRT4FJZBJBFGU&lid=LSTMOBGRT4FJZBJBFGU9JRELT&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_370&otracker=search&otracker1=search&fm=organic&iid=90d99828-0509-4b04-9364-a6da032cf2ae.MOBGRT4FJZBJBFGU.SEARCH&ppt=None&ppn=None&ssid=v79mijdle80000001703699070289&qH=eb4af0bf07c16429,OPPO A58,128 GB,6 GB,128 GB,Not Expandable,17.07 cm,Full HD,52.0MP,8MP,OPPO
12499,7480,40% off,4.1,1772,95,5000.0,OCTA CORE Processor,1.0,https://www.flipkart.com/redmi-a2-sea-green-128-gb/p/itmf679ff3395fa9?pid=MOBGTMVHEHN7DFFE&lid=LSTMOBGTMVHEHN7DFFEBMVKRJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_373&otracker=search&otracker1=search&fm=organic&iid=90d99828-0509-4b04-9364-a6da032cf2ae.MOBGTMVHEHN7DFFE.SEARCH&ppt=None&ppn=None&ssid=v79mijdle80000001703699070289&qH=eb4af0bf07c16429,REDMI A2+,128 GB,4 GB,128 GB,Not Expandable,16.56 cm,HD,16.0MP,5MP,REDMI
35999,26999,25% off,4.2,19318,1745,6000.0,Octa Core Processor,1.0,https://www.flipkart.com/samsung-galaxy-f54-5g-meteor-blue-256-gb/p/itmc0ff2e34818c7?pid=MOBGPN55SKDKVRQV&lid=LSTMOBGPN55SKDKVRQVH9B1VD&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_374&otracker=search&otracker1=search&fm=organic&iid=90d99828-0509-4b04-9364-a6da032cf2ae.MOBGPN55SKDKVRQV.SEARCH&ppt=None&ppn=None&ssid=v79mijdle80000001703699070289&qH=eb4af0bf07c16429,SAMSUNG Galaxy F54 5G,256 GB,8 GB,256 GB,Not Expandable,17.02 cm,Full HD,118.0MP,32MP,SAMSUNG
16999,10999,35% off,4.3,192,11024,6000.0,Exynos 850 Processor,1.0,https://www.flipkart.com/samsung-galaxy-f13-waterfall-blue-128-gb/p/itm85a305642eb7b?pid=MOBGENJWVWYAAVG5&lid=LSTMOBGENJWVWYAAVG5AKPCP0&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_378&otracker=search&otracker1=search&fm=organic&iid=90d99828-0509-4b04-9364-a6da032cf2ae.MOBGENJWVWYAAVG5.SEARCH&ppt=None&ppn=None&ssid=v79mijdle80000001703699070289&qH=eb4af0bf07c16429,SAMSUNG Galaxy F13,128 GB,4 GB,128 GB,Not Expandable,16.76 cm,Full HD,57.0MP,8MP,SAMSUNG
11999,9499,20% off,4.3,273,22,5000.0,Helio G85 Processor,1.0,https://www.flipkart.com/poco-c65-matte-black-128-gb/p/itme8d1e736a1e3f?pid=MOBGVVTXBXRRZEUK&lid=LSTMOBGVVTXBXRRZEUKZU2IO7&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_379&otracker=search&otracker1=search&fm=organic&iid=90d99828-0509-4b04-9364-a6da032cf2ae.MOBGVVTXBXRRZEUK.SEARCH&ppt=None&ppn=None&ssid=v79mijdle80000001703699070289&qH=eb4af0bf07c16429,POCO C65,128 GB,6 GB,128 GB,Not Expandable,17.12 cm,HD,52.0MP,8MP,POCO
29999,23999,20% off,4.2,5793,957,5000.0,Dimensity 8020 Processor,1.0,https://www.flipkart.com/infinix-zero-30-5g-golden-hour-256-gb/p/itm38408251441a4?pid=MOBGSFECDHXAV43V&lid=LSTMOBGSFECDHXAV43VLTQJV7&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_380&otracker=search&otracker1=search&fm=organic&iid=90d99828-0509-4b04-9364-a6da032cf2ae.MOBGSFECDHXAV43V.SEARCH&ppt=None&ppn=None&ssid=v79mijdle80000001703699070289&qH=eb4af0bf07c16429,Infinix Zero 30 5G,256 GB,12 GB,256 GB,Not Expandable,17.22 cm,Full HD,123.0MP,50MP,Infinix
20999,16999,19% off,4.1,6652,461,5000.0,SEC S5E8535 (Exynos 1330) Processor,1.0,https://www.flipkart.com/samsung-galaxy-a14-5g-black-128-gb/p/itm4e53e4bf801e1?pid=MOBGHT8UR4T25NGB&lid=LSTMOBGHT8UR4T25NGBLLYADS&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_382&otracker=search&otracker1=search&fm=organic&iid=90d99828-0509-4b04-9364-a6da032cf2ae.MOBGHT8UR4T25NGB.SEARCH&ppt=None&ppn=None&ssid=v79mijdle80000001703699070289&qH=eb4af0bf07c16429,SAMSUNG Galaxy A14 5G,128 GB,6 GB,128 GB,Not Expandable,16.76 cm,HD,52.0MP,13MP,SAMSUNG
27999,21998,21% off,4.4,917,83,4800.0,4 Gen 1 Processor,1.0,https://www.flipkart.com/vivo-y200-5g-jungle-green-128-gb/p/itmc79ade2c32297?pid=MOBGUGG65KUNXJ7Z&lid=LSTMOBGUGG65KUNXJ7Z6AARKN&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_26_603&otracker=search&otracker1=search&fm=organic&iid=312f46f1-a0be-4e6d-9afa-2c796a13d92e.MOBGUGG65KUNXJ7Z.SEARCH&ppt=None&ppn=None&ssid=4at2x76im80000001703699126923&qH=eb4af0bf07c16429,vivo Y200 5G,128 GB,8 GB,128 GB,Not Expandable,16.94 cm,Full HD,66.0MP,16MP,vivo
20999,16999,19% off,4.1,6652,461,5000.0,SEC S5E8535 (Exynos 1330) Processor,1.0,https://www.flipkart.com/samsung-galaxy-a14-5g-dark-red-128-gb/p/itma8393faabfb76?pid=MOBGHT8UUUNXNYZ4&lid=LSTMOBGHT8UUUNXNYZ4QUY1LJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_26_605&otracker=search&otracker1=search&fm=organic&iid=312f46f1-a0be-4e6d-9afa-2c796a13d92e.MOBGHT8UUUNXNYZ4.SEARCH&ppt=None&ppn=None&ssid=4at2x76im80000001703699126923&qH=eb4af0bf07c16429,SAMSUNG Galaxy A14 5G,128 GB,6 GB,128 GB,Not Expandable,16.76 cm,HD,52.0MP,13MP,SAMSUNG
3999,3724,6% off,4.2,10077,712,1200.0,MT6260A Processor,1.0,https://www.flipkart.com/nokia-5310-ds-keypad-mobile-fm-radio-camera-flash-8mb-ram/p/itma2a6226df7fc3?pid=MOBFUTFZTGHHWCEZ&lid=LSTMOBFUTFZTGHHWCEZY52TCW&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_26_606&otracker=search&otracker1=search&fm=organic&iid=312f46f1-a0be-4e6d-9afa-2c796a13d92e.MOBFUTFZTGHHWCEZ.SEARCH&ppt=None&ppn=None&ssid=4at2x76im80000001703699126923&qH=eb4af0bf07c16429,"Nokia 5310 DS Keypad Mobile, FM Radio,Camera with Flash",Unknown,Unknown,Unknown,32 GB,6.1 cm,Normal Display,0.3MP,Unknown,Nokia
24999,17999,28% off,4.3,3464,237,5000.0,Mediatek Dimensity 700 Processor,1.0,https://www.flipkart.com/vivo-y56-5g-orange-shimmer-128-gb/p/itm9d7c8406fe35d?pid=MOBGMR8HJE4KRKHX&lid=LSTMOBGMR8HJE4KRKHXF67OTO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_26_608&otracker=search&otracker1=search&fm=organic&iid=312f46f1-a0be-4e6d-9afa-2c796a13d92e.MOBGMR8HJE4KRKHX.SEARCH&ppt=None&ppn=None&ssid=4at2x76im80000001703699126923&qH=eb4af0bf07c16429,vivo Y56 5G,128 GB,8 GB,128 GB,Not Expandable,16.71 cm,Full HD,52.0MP,16MP,vivo
9999,5999,40% off,4.0,10609,866,5000.0,Unisoc T606 Processor,1.0,https://www.flipkart.com/motorola-e13-creamy-white-64-gb/p/itm379023f47882f?pid=MOBGKHNBAVKAEMFX&lid=LSTMOBGKHNBAVKAEMFXOGIXD3&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_26_611&otracker=search&otracker1=search&fm=organic&iid=312f46f1-a0be-4e6d-9afa-2c796a13d92e.MOBGKHNBAVKAEMFX.SEARCH&ppt=None&ppn=None&ssid=4at2x76im80000001703699126923&qH=eb4af0bf07c16429,MOTOROLA e13,64 GB,2 GB,64 GB,Not Expandable,16.51 cm,HD,13.0MP,5MP,MOTOROLA
15999,10499,34% off,4.3,318,22,5000.0,Helio G85 Processor,1.0,https://www.flipkart.com/vivo-y17s-forest-green-64-gb/p/itmc0b62213bf3c8?pid=MOBGUFV9QNJDJTDY&lid=LSTMOBGUFV9QNJDJTDY5AFHLQ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_26_612&otracker=search&otracker1=search&fm=organic&iid=312f46f1-a0be-4e6d-9afa-2c796a13d92e.MOBGUFV9QNJDJTDY.SEARCH&ppt=None&ppn=None&ssid=4at2x76im80000001703699126923&qH=eb4af0bf07c16429,vivo Y17s,64 GB,4 GB,64 GB,Not Expandable,16.66 cm,HD,52.0MP,8MP,vivo
19999,12999,35% off,4.1,8717,744,5000.0,Dimensity 810 Processor,1.0,https://www.flipkart.com/infinix-hot-20-5g-space-blue-128-gb/p/itm11fe82212c9ae?pid=MOBGHGHFJMNPZJJR&lid=LSTMOBGHGHFJMNPZJJRDMNFRT&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_27_625&otracker=search&otracker1=search&fm=organic&iid=0ddff9ff-7795-4ae2-b7a6-b3cc9029f1eb.MOBGHGHFJMNPZJJR.SEARCH&ppt=None&ppn=None&ssid=nl9qjbf8eo0000001703699130878&qH=eb4af0bf07c16429,Infinix Hot 20 5G,128 GB,6 GB,128 GB,Not Expandable,16.76 cm,Full HD,50.0MP,8MP,Infinix
2199,2045,7% off,4.4,365,21,1450.0,6261D Processor,1.0,https://www.flipkart.com/nokia-130-music-dual-sim-player-wireless-fm-radio-dedicated-buttons/p/itm2d76fa931c507?pid=MOBGSFEC2SSXVUNB&lid=LSTMOBGSFEC2SSXVUNBYL5OLM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_27_632&otracker=search&otracker1=search&fm=organic&iid=0ddff9ff-7795-4ae2-b7a6-b3cc9029f1eb.MOBGSFEC2SSXVUNB.SEARCH&ppt=None&ppn=None&ssid=nl9qjbf8eo0000001703699130878&qH=eb4af0bf07c16429,"Nokia 130 Music Dual Sim, Music Player, Wireless FM Radio and Dedicated Music Buttons",Unknown,Unknown,Unknown,Not Expandable,6.1 cm,Normal Display,0.0MP,Unknown,Nokia
19999,12999,35% off,4.1,8717,744,5000.0,Dimensity 810 Processor,1.0,https://www.flipkart.com/infinix-hot-20-5g-blaster-green-128-gb/p/itm11fe82212c9ae?pid=MOBGHGHFSXYFVW3A&lid=LSTMOBGHGHFSXYFVW3ATQBUY1&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_27_633&otracker=search&otracker1=search&fm=organic&iid=0ddff9ff-7795-4ae2-b7a6-b3cc9029f1eb.MOBGHGHFSXYFVW3A.SEARCH&ppt=None&ppn=None&ssid=nl9qjbf8eo0000001703699130878&qH=eb4af0bf07c16429,Infinix Hot 20 5G,128 GB,6 GB,128 GB,Not Expandable,16.76 cm,Full HD,50.0MP,8MP,Infinix
22999,18999,17% off,4.1,2956,241,5000.0,SEC S5E8535 (Exynos 1330) Processor,1.0,https://www.flipkart.com/samsung-galaxy-a14-5g-black-128-gb/p/itm05c0df9819b1d?pid=MOBGHT8UAKCPR6ZH&lid=LSTMOBGHT8UAKCPR6ZHGPIM1X&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_27_635&otracker=search&otracker1=search&fm=organic&iid=0ddff9ff-7795-4ae2-b7a6-b3cc9029f1eb.MOBGHT8UAKCPR6ZH.SEARCH&ppt=None&ppn=None&ssid=nl9qjbf8eo0000001703699130878&qH=eb4af0bf07c16429,SAMSUNG Galaxy A14 5G,128 GB,8 GB,128 GB,Not Expandable,16.76 cm,HD,52.0MP,13MP,SAMSUNG
28999,22999,20% off,4.3,39363,3840,5000.0,Qualcomm Snapdragon 778G Processor,1.0,https://www.flipkart.com/poco-x5-pro-5g-yellow-256-gb/p/itm3a4010e6b2c40?pid=MOBGMDKQFCHMDPRJ&lid=LSTMOBGMDKQFCHMDPRJYOTIAA&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_27_640&otracker=search&otracker1=search&fm=organic&iid=0ddff9ff-7795-4ae2-b7a6-b3cc9029f1eb.MOBGMDKQFCHMDPRJ.SEARCH&ppt=None&ppn=None&ssid=nl9qjbf8eo0000001703699130878&qH=eb4af0bf07c16429,POCO X5 Pro 5G,256 GB,8 GB,256 GB,Not Expandable,16.94 cm,Full HD,118.0MP,16MP,POCO
29999,19249,35% off,4.3,2655,183,4500.0,Mediatek Dimensity 900 Processor,1.0,https://www.flipkart.com/vivo-y100-5g-pacific-blue-128-gb/p/itm02d7cc65cf584?pid=MOBGMM42CEGUBSXE&lid=LSTMOBGMM42CEGUBSXEJRKJN1&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_27_641&otracker=search&otracker1=search&fm=organic&iid=0ddff9ff-7795-4ae2-b7a6-b3cc9029f1eb.MOBGMM42CEGUBSXE.SEARCH&ppt=None&ppn=None&ssid=nl9qjbf8eo0000001703699130878&qH=eb4af0bf07c16429,vivo Y100 5G,128 GB,8 GB,128 GB,Not Expandable,16.21 cm,AMOLED,68.0MP,16MP,vivo
31999,22999,28% off,4.2,22571,2751,5160.0,Mediatek Dimensity 920 Processor,1.0,https://www.flipkart.com/xiaomi-11i-5g-purple-mist-128-gb/p/itmb0fd5926fb0d5?pid=MOBG9QXPXZTUYDY8&lid=LSTMOBG9QXPXZTUYDY81BBAEL&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_27_643&otracker=search&otracker1=search&fm=organic&iid=0ddff9ff-7795-4ae2-b7a6-b3cc9029f1eb.MOBG9QXPXZTUYDY8.SEARCH&ppt=None&ppn=None&ssid=nl9qjbf8eo0000001703699130878&qH=eb4af0bf07c16429,Xiaomi 11i 5G,128 GB,8 GB,128 GB,Not Expandable,16.94 cm,AMOLED,108.0MP,16MP,Xiaomi
3199,2749,14% off,4.3,212,11,1450.0,6261D Processor,1.0,https://www.flipkart.com/nokia-150-dual-sim-keypad-phone-rear-camera-long-lasting-battery-life-fm-radio/p/itmd9ed5b3168799?pid=MOBGSFECUGBKYSYN&lid=LSTMOBGSFECUGBKYSYN3NNBGK&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_27_646&otracker=search&otracker1=search&fm=organic&iid=0ddff9ff-7795-4ae2-b7a6-b3cc9029f1eb.MOBGSFECUGBKYSYN.SEARCH&ppt=None&ppn=None&ssid=nl9qjbf8eo0000001703699130878&qH=eb4af0bf07c16429,"Nokia 150 Dual Sim Keypad Phone, Rear Camera, Long Lasting Battery Life and FM Radio",Unknown,Unknown,Unknown,Not Expandable,6.1 cm,Normal Display,0.3MP,0MP,Nokia
9999,5999,40% off,4.0,10609,866,5000.0,Unisoc T606 Processor,1.0,https://www.flipkart.com/motorola-e13-aurora-green-64-gb/p/itm97b95a526ee49?pid=MOBGKHNBXT4CCKGQ&lid=LSTMOBGKHNBXT4CCKGQY1KFMX&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_27_647&otracker=search&otracker1=search&fm=organic&iid=0ddff9ff-7795-4ae2-b7a6-b3cc9029f1eb.MOBGKHNBXT4CCKGQ.SEARCH&ppt=None&ppn=None&ssid=nl9qjbf8eo0000001703699130878&qH=eb4af0bf07c16429,MOTOROLA e13,64 GB,2 GB,64 GB,Not Expandable,16.51 cm,HD,13.0MP,5MP,MOTOROLA
1399,829,40% off,4.3,64,6,1000.0,Spreadtrum Processor,0.08333333333333333,https://www.flipkart.com/itel-ace-2-young-without-charger/p/itm43f54f2e7a7a3?pid=MOBGPZH6ZPNAPFT7&lid=LSTMOBGPZH6ZPNAPFT7S2SYZ7&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_28_649&otracker=search&otracker1=search&fm=organic&iid=b1cf32b9-8400-4c02-85c0-dfc264fe13b2.MOBGPZH6ZPNAPFT7.SEARCH&ppt=None&ppn=None&ssid=qspjoxkw4w0000001703699140128&qH=eb4af0bf07c16429,itel ACE 2 YOUNG,Unknown,Unknown,Unknown,32 GB,4.57 cm,Normal Display,0.0MP,Unknown,itel
3999,3724,6% off,4.2,10077,712,1200.0,MT6260A Processor,1.0,https://www.flipkart.com/nokia-5310-ds-keypad-mobile-fm-radio-camera-flash-8mb-ram/p/itma2a6226df7fc3?pid=MOBFUTFZTGHHWCEZ&lid=LSTMOBFUTFZTGHHWCEZY52TCW&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_28_650&otracker=search&otracker1=search&fm=organic&iid=b1cf32b9-8400-4c02-85c0-dfc264fe13b2.MOBFUTFZTGHHWCEZ.SEARCH&ppt=None&ppn=None&ssid=qspjoxkw4w0000001703699140128&qH=eb4af0bf07c16429,"Nokia 5310 DS Keypad Mobile, FM Radio,Camera with Flash",Unknown,Unknown,Unknown,32 GB,6.1 cm,Normal Display,0.3MP,Unknown,Nokia
11999,9999,16% off,3.7,362,16,6000.0,Octa Core Processor,1.0,https://www.flipkart.com/kall-s1-plus-golden-128-gb/p/itm99221d5dd6363?pid=MOBGPN8SZFCZTVRG&lid=LSTMOBGPN8SZFCZTVRG6ETNLD&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_28_651&otracker=search&otracker1=search&fm=organic&iid=b1cf32b9-8400-4c02-85c0-dfc264fe13b2.MOBGPN8SZFCZTVRG.SEARCH&ppt=None&ppn=None&ssid=qspjoxkw4w0000001703699140128&qH=eb4af0bf07c16429,I Kall S1 Plus,128 GB,6 GB,128 GB,512 GB,17.27 cm,HD,20.0MP,8MP,I
